title,author,description,link,platform(s),pg,example_download_link
Voxel Currency,Odd1In,9 voxel art currency symbols,https://theodd1in.itch.io/currency,,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Saviors of Hogtown,Dissonance,A Dungeon World adventure supplement for 3-6 players.,https://moth-lands.itch.io/saviors-of-hogtown,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Once Upon A Crime in the West,National Insecurities,"Somewhere in the Old West, there lies a cabin full of corpses...",https://nationalinsecurities.itch.io/once-upon-a-crime-in-the-west,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Some Like It Hot: Chapter 0,AugEx,Can you find Brew Love?,https://augmentedex.itch.io/some-like-it-hot,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
"Just one, must choose",Gooonzalo,A colorful narrative experience,https://gooonzalo.itch.io/just-one-must-choose,"Windows, Linux",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
May Project Na Naman Si Kapitan?,John Erwin,A one-shot RPG about concerned citizens investigating a dubious local project,https://mister-erwin.itch.io/may-project-na-naman-si-kapitan,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Moonlight on Roseville Beach: Queer Guide for Amateur Sleuth's,r. rook,Queer romance and monster-hunting mysteries in a Boardwalk & Sorcery setting for Dark Streets & Darker Secrets!,https://r-rook.itch.io/roseville-beach-players-guide,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Full of Memory & Anger,Riverhouse Games,A #ForestDream about silence and eternity,https://riverhousegames.itch.io/full-of-memory-anger,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Heart and Lightning,Swords and Flowers,"Teen Gods Sword & Sworcery RPG about rebellion, and the troubles they get into.",https://swords-and-flowers.itch.io/heart-and-lightning,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Dragonhearts,Fractal Dragon,A GMless TTRPG about the clash of over-sized personalities between shapeshifters who can assume human or dragon form,https://fractal-dragon.itch.io/dragonhearts,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Purplest Prose,Pammu,A Trashy Game About Trashy Writers Writing Trashy Romance,https://thedovetailor.itch.io/purplest-prose,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Vincent: The Secret of Myers | 文森：梅尔斯的秘密,dino999z,,https://dino999z.itch.io/vincent-the-secret-of-myers,"Windows, Linux, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Pleroma,Aleks Samoylov,Are you pulling my leg or are you genuinely having one of your … departures?,https://thealeks.itch.io/pleroma,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Flashover MegaSector,happy_frog_games,A shoot 'em up stylized like old browser games,https://happy-frog-games.itch.io/flashover-megasector,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
"When You Meet Your Doppelganger on the Road, You Must Make Out With Them",Goat Song Publishing,a game of intimate horror,https://goat-song-publishing.itch.io/doppelganger,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
MAPPING the CATACOMBS ZINE,Sorceress & Witch,A complete single-player Catacomb Crawl!,https://sorceress-witch.itch.io/mapping-the-catacombs-zine,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Jumpin' Jupiter : Prelude,Quantum Sheep,A  prelude  - shorter/easier than the main ZX Spectrum platformer :),https://quantumsheep.itch.io/jumping-jupiter-prelude,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
HATCH,Rubeki,Climb your way to the top of a strange tower in a strange land,https://rubeki.itch.io/hatch,"Windows, Linux, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
99¢ Chamber of Death,C.D. Guanzon,"Somewhere in New Jungle, the Big Boss searches for the Power.",https://cdguanzon.itch.io/99-chamber-of-death,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
EGO,Sandy Pug Games,A game about learning to love yourself,https://sandypuggames.itch.io/ego,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Garrote Couture,Jacqueline Bryk,A game of getting to fashion week parties on time and in style.,https://rufflejax.itch.io/garrote-couture,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
The Binding And Drawing Of Power,Ray Cox,A spell guide localised for modern peoples.,https://raycox.itch.io/binding-and-drawing-power,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Infiniboss,happy_frog_games,Keep dodging against an ever-changing boss you can't attack!,https://happy-frog-games.itch.io/infiniboss,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Super Platformer Gun,Expresso Studios,"Solve the problems that you will find along the way with the Platformer gun, create your own solutions and answers!",https://expressostudios.itch.io/super-platformer-gun,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Dawndusk Dream Sewer,rbatistadelima,"Come forth mortal, the sewers beckon!!",https://rbatistadelima.itch.io/dawndusk-dream-sewer,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Ring of Fire Prologue,Far Few Giants,Serial thriller told through a search bar,https://farfewgiants.itch.io/ring-of-fire,"Windows, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Scary Monsters & Nice Sprites,Pammu,A game of love and intimacy for monsters in a dive at night,https://thedovetailor.itch.io/scary-monsters-nice-sprites,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Insufficient Adjectives,Razbury Games,,https://razburygames.itch.io/insufficient-adjectives,"Windows, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Bird Bakery,Sebastian Scaini,Make your own bird!,https://sebastianscaini.itch.io/bird-bakery,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Working For The Corp,Ken Davidson,Descended from the Queen game set in a cyberpunk dystopian future,https://davidson925.itch.io/working-for-the-corp,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Procession,Zargo Games,A short zine about the miracles that happen when the monstrous figures go through town.,https://zargogames.itch.io/procession,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Mossy Mechanics!,Diwata ng Manila,A game about being sentient plants,https://diwatamnl.itch.io/mossy-mechanics,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Death and Taxes,Placeholder Gameworks,You are the Grim Reaper on an office job. Save the world.. or condemn it to damnation?,https://placeholdergameworks.itch.io/death-and-taxes,"Windows, Linux, macOS",17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
"your body, an altar",theivorytowercrumbles,The world hungers for your compassion.,https://theivorytowercrumbles.itch.io/your-body-an-altar,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
OddyTree,Zwi Zausch,"A tree odyssey, keep your balance and reach the edge of the birch-forest!",https://zwizausch.itch.io/oddytree,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
They Stole the Moon,Aven Elia McConnaughey,"A short story and ritual about grief, loss, and magic.",https://transistence.itch.io/they-stole-the-moon,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Galaxy Goons,John Erwin,a space fantasy adventure game,https://mister-erwin.itch.io/galaxy-goons,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Flowerdrops,Nate Wiesel,Grow flowers with bouncy drops of water!,https://natewiesel.itch.io/flowerdrops,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Signs of the Sojourner,Echodog Games,"An introspective deck-builder about friendship, travel, and collecting snacks.",https://echodog-games.itch.io/signs-of-the-sojourner,"Windows, macOS",17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Danger Crew,Team Danger Crew,Retro-style RPG about being a programmer,https://dangercrewgame.itch.io/dangercrew,"Windows, Linux, macOS",17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Loopy Lore,CappuccinoGuil,A co-op storytelling party game for quick and incredible tales.,https://cappuccinoguil.itch.io/loopy-lore,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Sleepaway,Jay Dragon & co.,Camp counselors protect their wards from a nightmare monster in this GMless horror RPG.,https://jdragsky.itch.io/sleepaway,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
With These Phantom Hands,Fractal Dragon,A one-player game based on a dream about being a ghost,https://fractal-dragon.itch.io/with-these-phantom-hands,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
The Synth Convergence,LunarShadow Designs,Missions from The Sprawl,https://lunarshadow.itch.io/synth-convergence,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Oh Maker,KiennaS,A game about being androids discovering your identity and relationship with your creator,https://kiennas.itch.io/oh-maker,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Aground Original Soundtrack,gamercomposer87,An Agroundians one and only beloved tuneset,https://gamercomposer87.itch.io/aground,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Believe,breathingstories,"When you can do nothing else, believe.",https://breathingstories.itch.io/believe,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Wild Speed: Space Family,Sohkrates,A ridiculous action movie RPG,https://sohkrates.itch.io/wild-speed-space-family,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Cardiac,katanalevy,An unnerving dream,https://katanalevy.itch.io/cardiac,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
RESPITE 2.0,Modus Interactive,Virtual Relaxation Software,https://modus-interactive.itch.io/respite,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Myth Bearer,JC Bailey,An open world adventure RPG with puzzly elements.,https://jc-bailey.itch.io/myth-bearer,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Grave Liasons,Yugie,A chocolate-powered roleplaying game about nosy ghosts and flirting with your friends.,https://yugie.itch.io/graveliasons,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Soldier of Fortune,JYoungman,"A game of turn based combat where you control the stats, but not who gets them.",https://jyoungman.itch.io/soldier-of-fortune,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Stellaxy,Spacemyname,Procedurally Generated Space Exploration RPG,https://spacemyname.itch.io/stellaxy,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Super Snake 3D,Arbigaus,"A new take on the classic Snake. Eat, increase and get faster!",https://arbigaus.itch.io/super-snake-3d,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
An anthology of cozy RPGs,Ludipe,Seven tiny unconventional RPGs to enjoy with friends,https://ludipe.itch.io/an-anthology-of-cozy-rpgs,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Soma Spirits: Rebalance,torch60,Remaster of Soma Spirits! A choice-driven JRPG!,https://torch60.itch.io/soma-spirits-rebalance,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
you wouldn't last one minute on the creek,HypatiasAngst,a harrowing journey into the memories of our collective time spent on the creek,https://hypatiasangst.itch.io/you-wouldnt-last-one-minute-on-the-creek,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
MATR1X 0VERL0AD,Sohkrates,A cyberpunk solitaire card game,https://sohkrates.itch.io/matrix-overload,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Our Love Can't Save The World,Mitch Schiwal,2-Player RPG where you can save either your relationship the world.,https://partheniad.itch.io/our-love-cant-save-the-world,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
Bunny Hill Horror,Krunchy Fried Games,A Bizarro Horror Visual Novel Adventure,https://krunchyfriedgames.itch.io/bunny-hill-horror,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
[SIBERIA],MSSNG,A small text-adventure survival game.,https://mssng.itch.io/siberia,"Windows, Linux, macOS",18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Wide Ocean Big Jacket,Turnfollow,"A Camping Story starring: Uncle Brad, Aunt Cloanne, Mord (and Ben)",https://turnfollow.itch.io/wide-ocean-big-jacket,"Windows, Linux, macOS",18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Location Withheld Demake,Bryce Bucher,A PSX -styled demake of Location Withheld.,https://bryce-bucher.itch.io/location-withheld-demake,Windows,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
The Reaper's Almanac,Mitch Schiwal,A letter writing game about embracing death and celebrating life.,https://partheniad.itch.io/reapers-almanac,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
H E  I   S    T: Get Rich or Die Trying,Allie Bustion/Mad Pierrot Games,a single session tabletop roleplaying game,https://madpierrot.itch.io/heist,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Mutiny Island,Elushis,"Mutiny Island is an open-world style pirate game. Reclaim your ship, The Red Dawn, by any means!",https://elushis.itch.io/mutiny-island,Windows,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
SC: Monster Pack 1 - DELUXE EDITION,JosephSeraph,"40+ monsters, 5+ variants each, over 1000 individual files! Featuring itch.exclusive bonus: PSDs for every monster!",https://josephseraph.itch.io/sc-monster-pack-1,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Guidebook to the Viridian Maw (Forking Paths #1),Orbis Tertius Press,a system-neutral wilderness setting for any exploration-based tabletop RPG,https://nthdegree.itch.io/forking-paths-1-guidebook-viridian-maw,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
MonGirl Tile,Xexus,Fight against cute monster girls in this territory control card game!,https://xexus.itch.io/mongirl-tile,"Windows, macOS",18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Lost in Dark Halls (Forking Paths #2),Orbis Tertius Press,"featuring rules for Labyrinthine, a storytelling game of branching myths, for solo or group play",https://nthdegree.itch.io/forking-paths-2-lost-in-dark-halls,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Dead 4 Dress,Yifat Shaik,Make your own Zombie for Halloween!,https://yifatshaik.itch.io/dead-4-dress,"Windows, macOS",18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
The Finest (there will be no music),HB,"The hours before adventure can begin, spent trapped in the belly of the world's worst establishment",https://gm36.itch.io/the-finest-there-will-be-no-music,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
The Curse of Dread Pirate Zarr,Zeshio,A tabletop RPG adventure involving a strange happenings at a port city and a cursed pirate!,https://zeshio.itch.io/adventurepiratezarr,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
DREADFUL,LostDutchman,3 Campaign Dread Supplemental,https://lostdutchman.itch.io/dreadful,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Reach,Trash Heap Games,A narrative game about sending one last message before you fade away.,https://trashheapgames.itch.io/reach,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Black Heart,boyproblems,A Carly Rae Jepsen-themed cultist TTRPG one-shot.,https://boyproblems.itch.io/black-heart,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
BAD MOON,Adira Slattery,A game to play with the Moon that has wronged you,https://adira.itch.io/bad-moon,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
SOLACEBOUND,Sascha Moros,Young Monsters lost in a Human City,https://sylph-of-whispers.itch.io/solacebound,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
>>at least you're not alone,"Ben ""Bee"" Scerri, Red World Press","A roleplaying game of romance, honesty, togetherness, and music.",https://redworldpress.itch.io/not-alone,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
8bit Overworld Tileset,itchabop,A retro flavoured topdown tileset with focus on ease of use.,https://itchabop.itch.io/8bit-overworld-adventure,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
The Steadfast and the Rebellious,W.H. Arthur,A storytelling RPG where you generate a city and its freedom fighters with a deck of cards,https://aryl-ether.itch.io/the-steadfast-and-the-rebellious,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Crystal Story: Awakening,Bred Frown,An Action-RPG with retro-style graphics and fast-paced action!,https://bredfrown.itch.io/crystal-story,Windows,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
By the Author of Lady Windermere's Fan,Ed Turner,Desperate improvisation and egregious theatricality,https://eddlyt.itch.io/by-the-author-of-lady-windermeres-fan,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Hemophiliacademics,Jacqueline Bryk,Vampires apply for grad schools to save their unlives.,https://rufflejax.itch.io/hemophiliacademics,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Mnemonic: Lost in the Grey,Dee Pennyway,A single-player map-making game from the world of Mnemonic,https://mnemonicrpg.itch.io/lost-in-the-grey,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Philip K. Dick's Tony and the Beetles,Jason Payne,The war. Always the war.,https://syrupneko.itch.io/tony-and-the-beetles-comic,,18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
10 in 1 game-a-week bundle!,Andrew Karalis,A bunch of games! With varying levels of good-ness!,https://andrewkaralis.itch.io/10-in-1-game-a-week-bundle,"Windows, Linux, macOS",18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Penance,Akselmo / Skale Games,"Destroy sin, earn your Peace. Oldschool FPS with procedural levels and a campaign mode",https://akselmo.itch.io/penance,"Windows, macOS",18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Furries & Scalies & Bears OH MY!: Ultimate Edition,Steg Game Dev,Make some new friends.,https://steg-game-dev.itch.io/furries-scalies-bears-oh-my-complete-edition,"Windows, Linux, macOS",18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
"a completely normal dating simulation that is definitely completely sweet, innocent and normal",Educated Child Games,this game is very normal and not terrifying at all.,https://educated-child-games.itch.io/normaldatingsim,"Windows, macOS",18,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=18
Fronds of Benevolence,Melsonian Arts Council,Duke DeCorticus is dying!,https://melsonian-arts-council.itch.io/fronds-of-benevolence,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
VekWars,Washing-Up Software Projects,Defend the Crates in Full-Color Virtual Reality!,https://washingup.itch.io/vekwars,Windows,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Mausritter,Losing Games,Sword-and-whiskers roleplaying,https://losing-games.itch.io/mausritter,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
One Page Bayhem,hexellis,Highly explosive! Robot mayhem! It's MICHAEL BAY!,https://hexellis.itch.io/one-page-bayhem,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
EMUUROM,borbware,Explore and befriend creatures in a lost ecosystem,https://borbware.itch.io/emuurom,"Windows, Linux, macOS",19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Glittermitten Grove,Twinbeard,Grow plants and build treehouses in this magical land of faerie delights!,https://twinbeard.itch.io/glittermitten-grove,"Windows, Linux, macOS",19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Akurra,Jason Newman (Gojirra),A block pushing puzzle adventure by Jason Newman.,https://gojirra.itch.io/akurra,Windows,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
I EAT MANTRAS FOR BREAKFAST,Maria Mison,SCREAMFEAST,https://mariabumby.itch.io/i-eat-mantras-for-breakfast,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Wooden Hearts,mikorashu,What happened to the missing kids? You have to find out.,https://mikorashu.itch.io/wooden-hearts,Windows,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Flintlock,Ed Turner,Swashbuckling and Sea Monsters,https://eddlyt.itch.io/flintlock,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
The Dark Below,Anna Landin,"a game for exiles in the dark, where the only way out is through",https://annalandin.itch.io/the-dark-below,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
"Oh Jeez, Oh No, My Rabbits Are Gone!!!",Studio Nevermore,A puzzle game about cute girls rescuing a hundred cute rabbits!,https://studionevermore.itch.io/oh-jeez-oh-no-my-rabbits-are-gone,"Windows, Linux",19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
The Sleuth: A BitD Playbook,Dissonance,A Custom Playbook for Blades in the Dark,https://moth-lands.itch.io/the-sleuth-playbook,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
plant daddy,brady soglin,grow plants in your sunny apartment!,https://overfull.itch.io/plantdaddy,"Windows, Linux, macOS",19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Over the Moon,Speak the Sky,a 2-player digital dating-horror game about people who love the moon a little too much,https://speak-the-sky.itch.io/over-the-moon,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Pumpkin Peril,MalcolmInSpace,A point-crawl scenario for tabletop adventure games.,https://malcolminspace.itch.io/pumpkin-peril,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Roguescape,MSSNG,"A rogue-like, dungeon-crawler",https://mssng.itch.io/roguescape,"Windows, Linux, macOS",19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
The D1 RPG,SnowLeopardShark,An RPG that only uses 1-sided dice.,https://snowleopardshark.itch.io/the-d1-rpg,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Life In Captivity,JohnLee Cooper,Sokoban meets Game Of Life meets a wormhole,https://ergman.itch.io/life-in-captivity,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Tabletop Archaeology 101,avarisclari,Are You Ready to Join the Dig?,https://avarisclari.itch.io/tta101,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Masks,samplereality,On a campus under siege by riot police you count down to the end...,https://samplereality.itch.io/masks,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Our Pantheon,D. W. O'Boyle,A GMless TTRPG about gods creating a world and the people in it,https://dwoboyle.itch.io/our-pantheon,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Anime RPG Tile Pack - Vol.1 School [PIXEL OF LIFE],rbatistadelima,modern / minimalist,https://rbatistadelima.itch.io/pixel-of-life,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
